Movie,Worldwide Net Revenue
Girls Gone Dead,-500000 
Insomnia Manica,-500000 
The Outrageous Sophie Tucker,-500000 
Subconscious,-500000 
Roadside,-500000 
Diamond Ruff,-500000 
Love in the Time of Monsters,-500000 
El rey de Najayo,-500000 
Fight to the Finish,-500000 
Bucky and the Squirrels,-500000 
Going Under,-500000 
Crossroads,-500000 
Alleluia! The Devil's Carnival,-500000 
Brooklyn Bizarre,-500000 
The Sound and the Shadow,-500000 
Rodeo Girl,-500000 
The Little Ponderosa Zoo,-500000 
My Dinner with Andre,-459937 
The Toxic Avenger,-475000 
Paranormal Activity,193733034 
Straight out of Brooklyn,2262293 
Brick,3793996 
Sunday,349 
Conversations with Other Women,847745 
Siakh lokhamim: ha'slilim ha'gnouzim,-407497 
Poultrygeist: Night of the Chicken Dead,-427377 
As It Is in Heaven,-436514 
Mutual Friends,-450000 
Rise Of the Entrepreneur: The Search For A Bett…,-450000 
42nd Street,1842000 
Metropolitan,2508000 
Moartea domnului Lazarescu,156304 
Twenty-Two,25308825 
Gory Gory Hallelujah,-412396 
Blue Ruin,17002 
Kiss Me Deadly,-409783 
Napoleon Dynamite,45722713 
Monty Python and the Holy Grail,4628948 
Quinceanera,2397199 
Dogtown and Z-Boys,1200566 
Heroes,255538 
Tarnation,762014 
I Want Your Money,33588 
E tu vivrai nel terrore - L'aldilà,-273613 
Home Movies,-310866 
I Smile Back,-336627 
Jackpot,-355548 
Fabled,-368575 
The Dark Hours,-399577 
Lena and Snowball,-355044 
Viskningar och rop,-382449 
My Beautiful Laundrette,-390558 
El Principe,-399337 
Show Me,-400000 
Pancakes,-400000 
Intolerance,-385907 
The Broadway Melody,3979000 
The Evil Dead,29025000 
Trekkies,242172 
Stan Helsing: A Parody,1188556 
Maniac,9650000 
American Ninja 2: The Confrontation,3650000 
Murderball,1422979 
My Dog Tulip,-39109 
51 Birch Street,-265311 
Revolution#9,-340882 
Royal Kill,-350000 
Rotor DR1,-350000 
Dunk or Die,-350000 
12 Angry Men,-339621 
Halloween,69949000 
It Happened One Night,2175000 
Kynodontas,1050407 
Tumbleweeds,1476168 
Tupac Resurrection,7508524 
God's Army,2352515 
Pieces of April,3271253 
When The Cat's Away,2225984 
Wendy and Lucy,1116046 
Let's Talk About Sex,73615 
Old Joy,99908 
First Morning,-212736 
Pierrot le fou,-225779 
The Watermelon Woman,-257265 
3 Backyards,-260525 
Sisters in Law,-266688 
The Eyes of My Mother,-251461 
Nothing But a Man,-282759 
Ayurveda: Art of Being,1766892 
"First Love, Last Rites",-289124 
Fighting Tommy Riley,-289486 
Locker 13,-296504 
The Looking Glass,-298289 
All You Need is Love,3265259 
Death Race 2000,-300000 
Some Guy Who Kills People,-300000 
Midnight Cabaret,-300000 
Teeth and Blood,-300000 
Walking to Paris,-300000 
Anderson's Cross,-300000 
Amidst the Devil's Wings,-300000 
Collisions,-300000 
Death Calls,-290000 
Compliance,560700 
Graduation Day,23644000 
Chasing Amy,14905095 
Terrifier 2,12106304 
Lovely and Amazing,4363482 
Sleight,3684450 
Better Luck Tomorrow,3559226 
Like Crazy,3478400 
The Incredibly True Adventure of Two Girls in Love,2227155 
Chuck&Buck,907672 
American Desi,1116235 
Cube,8719065 
Love and Other Catastrophes,493216 
I Married a Strange Person,-46866 
November,-58138 
Sugar Town,-71905 
Happy Valley,-182335 
The Canyons,-187625 
The Motel,-198460 
On the Outs,-12184 
Shotgun Stories,34174 
Nightlights,-228853 
Test,-231177 
The Sticky Fingers of Time,-229372 
Along the Roadside,-246766 
Sunday School Musical,-250000 
Rust,-250000 
The Christmas Bunny,-250000 
Ink,-250000 
The Frozen,-250000 
Jesus People,-250000 
Butterfly,-250000 
UnDivided,-250000 
Horse Camp,-250000 
Give Me Shelter,-250000 
Rock the House,-250000 
Shooting the Warwicks,-250000 
The Love Letter,-250000 
Western Religion,-250000 
4月11日,-250000 
Fire Song,-250000 
The Circus: Down the Road,-250000 
Amina,-250000 
The Big Parade,21755000 
Little Big Top,-232516 
Bronson,2473762 
Burn,884276 
Urbania,807075 
Embrace,1386592 
"The Beast from 20,000 Fathoms",4790000 
The Stewardesses,24800000 
Mad Max,99550000 
"20,000 Leagues Under the Sea",7800000 
Swingers,6418578 
Per un pugno di dollari,3327522 
The Grace Card,2230735 
She Done Him Wrong,2000000 
Trois,961843 
The Overnight,965996 
Short Cut to Nirvana: Kumbh Mela,239651 
Middle of Nowhere,36806 
Call+Response,12989 
The Business of Fancy Dancing,-25318 
Hybrid,-37395 
Baghead,-59984 
Malevolence,146106 
Side Effects,-155299 
Good Dick,-147557 
The Case of the Grinning Cat,-192967 
Solitude,-193740 
The Word,-196352 
The Trials of Darryl Hunt,-198783 
Deathgasm,-185315 
The Man From Earth,-200000 
Samantha: An American Girl Holiday,-200000 
Yesterday Was a Lie,-200000 
Archaeology of a Woman,-200000 
Sanctuary; Quite a Conundrum,-200000 
Theresa Is a Mother,-200000 
Perfect Cowboy,-200000 
H.,-200000 
Family Mission: The T.J. Lobraico Story,-200000 
Weekend,1387585 
Bacheha-Ye aseman,1448579 
Butterfly Girl,-162497 
Arrowhead,-180000 
She's Gotta Have It,6962502 
Another Earth,1927779 
Sparrows Dance,-172398 
Heroes of Dirt,-175000 
The Fits,-758 
Dolphin,-156000 
Lumea e a mea,-138322 
The Horse Boy,-3388 
The Calling,-127908 
Sweet Sweetback's Baad Asssss Song,15050000 
Once,23001269 
Tadpole,3120128 
The Woman Chaser,-39281 
Antarctic Edge: 70o South,-142807 
Top Spin,-144142 
Speak No Evil,97345 
A Charlie Brown Christmas,-150000 
Aroused,-150000 
The Texas Chainsaw Massacre,26432439 
Roger & Me,6566368 
Sound of My Voice,294448 
Cat People,7866000 
An American in Hollywood,-125000 
The Brain That Sings,-125000 
Romantic Schemer,-125000 
Your Sister's Sister,2970593 
The Blood of My Brother: A Story of Death in Iraq,-120000 
A Dog’s Breakfast,-120000 
Une Femme Mariée,-120000 
Night of the Living Dead,29973064 
The Birth of a Nation,10890000 
The Work and the Story,-86863 
The Gallows,41556474 
Facing the Giants,10143159 
Eraserhead,6997971 
Hollywood Shuffle,5128617 
Over the Hill to the Poorhouse,2900000 
The Mighty,6021582 
A Ghost Story,2669782 
Penitentiary,187000 
The Lost Skeleton of Cadavra,10536 
Cheap Thrills,-40576 
The Past is a Grotesque Animal,-79944 
Keeping it Real: The Adventures of Greg Walloch,-98642 
Indie Game: The Movie,-100000 
"Dude, Where's My Dog",-100000 
Echo Dr.,-100000 
Closure,-100000 
Lunch Time Heroes,-100000 
Open Secret,-100000 
The Night Visitor,-100000 
Tiger Orange,-100000 
8 Days to Hell,-100000 
The Last House on the Left,3013000 
Sing,-84000 
The Foot Fist Way,155286 
Dawn of the Crescent Moon,-66201 
Queen Crab,-75000 
Happy Christmas,-39688 
"Peace, Propaganda and the Promised Land",-65070 
Absentia,-61445 
Pi,4610513 
I Love You … Don't Touch Me!,-34402 
The Wretched,4528221 
20 Dates,536920 
Super Size Me,22168808 
Supporting Characters,-55083 
The FP,-60000 
Turbo Kid,-60000 
Hayride,-60000 
The Brain That Wouldn't Die,-60000 
The Dirties,-55000 
The Brothers McMullen,10376506 
Gabriela,2285352 
Tiny Furniture,374149 
The Signal,356299 
Counting,-41626 
Big Things,-50000 
Down and Dangerous,-50000 
The Call of Cthulhu,-50000 
Bending Steel,-50000 
"Run, Hide, Die",-50000 
The Image Revolution,-50000 
"Pepi, Luci, Bom y otras chicas del montón",2363 
A True Story,-45000 
George Washington,300722 
This Is Martin Bonner,-42000 
Smiling Fish and Goat on Fire,237233 
The Exploding Girl,-14428 
Raymond Did It,-36368 
Foreign Letters,-40000 
The Last Waltz,288012 
Host,401536 
Her Cry: La Llorona Investigation,-35000 
Happy 40th,-35000 
The VelociPastor,-35000 
Terrifier,-35000 
Megan is Missing,-35000 
The Killing of Two Lovers,73195 
The Legend of God's Gun,213768 
Krisha,114822 
Mutual Appreciation,73509 
Funny Ha Ha,52698 
Down Terrace,-20188 
Paraphobia,-30000 
The Molokans,-29120 
Clerks,3867240 
Pink Narcissus,-18769 
Emily,-23453 
Deep Throat,44975000 
In the Company of Men,2858661 
The Terrorist,170043 
Exeter,464792 
Manito,-25000 
Ten,-25000 
Dutch Kills,-25000 
Slacker,1204508 
Dry Spell,-22000 
Steel Spirit,-18140 
Socrates,-19151 
Flywheel,-20000 
All Superheroes Must Die,-20000 
The Front Man,-20000 
The Ridges,-17300 
The Puffy Chair,180254 
Breaking Upwards,100592 
Stories of Our Lives,-15000 
Pink Flamingos,401802 
Grip: A Criminal's Story,-10664 
Tin Can Man,-12000 
Dayereh,673509 
Clean,128711 
Cure,276980 
On the Downlow,-8013 
Bang,-9473 
The Rise and Fall of Miss Thang,-9599 
Family Motocross,-10000 
Newlyweds,-4416 
El Mariachi,2034928 
Primer,834926 
Cavite,64644 
The Mongol King,-6100 
Red 11,-7000 
Following,234495 
Return to the Land of Wonders,-3662 
A Plague So Pleasant,-1400 
My Date With Drew,179941 
Neeras,-86 
